audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The repository performs model training using simpletransformers' ClassificationModel.train_model() at 2 epochs (num_train_epochs: 2 in Cell 8), but it does not log, capture, or output the training loss. The return value of model.train_model() is not captured in either the non-KFold path (Cell 58) or the KFold path (Cell 61). No logging_steps, eval_steps, or other loss-logging parameters are configured in model_args. The code only captures result['acc'] from model.eval_model(), not training loss. The test explicitly states ""(if no loss is logged, then add logging to check this)"" — the repo does neither logging nor adding logging to check it.",nlp,10,vbmokin,FAIL,0.92,0.9,"[/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:8-16] Defines model_args with num_train_epochs=2 but no logging_steps/eval_steps/logging_dir parameters; [/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:58] model.train_model() called without capturing return value (which would contain train_loss); [/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:61] KFold path also calls model.train_model() without capturing return value; [/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:59,61] Only result['acc'] from eval_model is captured, never training loss from train_model.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,43,10
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The notebook contains 3 clear instances where explicit Python loops are used to perform operations that could be implemented more efficiently with matrix/vectorized operations: (1) Cell 53 uses a row-by-row Python loop with `result.loc[i,...]` to build text example strings from DataFrame rows, when `pd.Series.str.contains()` or similar vectorized pandas operations could match all subtexts against the text column at once. (2) Cell 75 uses a `for i in range(len(wrong_predictions))` loop to populate a DataFrame with `.loc[]` assignments, when `pd.DataFrame(wrong_predictions)` would construct the same DataFrame in a single vectorized call. (3) Cell 82 uses nested `for i in range(nrows)` and `for j in range(ncols)` loops to format annotation strings from numpy arrays, when `np.select()`, `np.where()`, or boolean masking could build the annotation array without Python-level iteration. These violate the property that code should use matrix operations when they can implement the same operation more efficiently.",nlp,10,vbmokin,FAIL,0.76,0.79,"[/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:53] Cell 53 contains the nested loop `for i in range(len(result)):` which uses `result.loc[i,'subtext']` and `df[df[col].str.find(result.loc[i,'subtext'])>-1]` for row-by-row text search and example extraction, replaceable with `pd.Series.str.contains()` vectorized operations. [/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:75] Cell 75 contains `for i in range(len(wrong_predictions)):` with `outliers.loc[i, 'text'] = wrong_predictions[i].text_a` and `outliers.loc[i, 'label'] = wrong_predictions[i].label`, replaceable with `outliers = pd.DataFrame(wrong_predictions)`. [/kaggle/repo/nlp-with-dt-simple-transformers-research/nlp-with-dt-simple-transformers-research.ipynb:82] Cell 82 contains nested `for i in range(nrows):` and `for j in range(ncols):` loops that iterate over numpy arrays `cm`, `cm_perc`, and `cm_sum` to format annotation strings, replaceable with `np.where()`, `np.select()`, or boolean masking operations.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,43,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The repository contains multiple concrete bugs in data loading and preprocessing that would cause execution failures. Most critically: (1) No NaN handling in the text column - Cell 3 reads CSV without NaN handling, Cell 5's dropna is commented out, and Cell 7 only fills NaN in keyword but not text, meaning NaN values in text would cause runtime errors in the cleaning pipeline (AttributeError in CleanText.__init__ when calling review.lower() on NaN, or TypeError in string operations on NaN). (2) The BERT codepath (Cells 79-82) passes a pandas Series to ktrain.texts_from_df() which expects a DataFrame with 'text' and 'target' columns - this will crash at runtime since a Series doesn't have a 'target' column. (3) Test preprocessing (Cells 65-69) is incomplete compared to training - missing lower(), remove_not_ASCII(), and remove_punct() transformations, leading to inconsistent feature spaces between train and test data.",nlp,10,vladimir89,FAIL,0.92,0.89,"[/evidence/artifacts/analysis.txt:1-145] - Comprehensive analysis documenting all four issues. Specific evidence: [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:3] (data loading without NaN handling), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:5] (dropna commented out), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:7] (only keyword.fillna, no text.fillna), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:16] (training preprocessing: 7-step pipeline with lower, remove_URL, remove_html, remove_not_ASCII, remove_emoji, remove_punct, remove_numbers), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:65-69] (test preprocessing: only remove_URL, remove_html, remove_emoji, remove_numbers - missing lower, remove_not_ASCII, remove_punct), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:20-21] (clean_all returns a pandas Series, not DataFrame), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:79] (x_train.head() and x_train.tail() called on Series), [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:82] (texts_from_df called with Series instead of DataFrame, will crash when looking for 'text' and 'target' columns).",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,2
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The BERT model's validation accuracy is computed by averaging per-batch accuracies rather than computing overall accuracy as total correct predictions divided by total samples. The code in cell 94 (lines 76-79) computes `tmp_eval_accuracy = flat_accuracy(logits, label_ids)` for each batch, then sums these per-batch accuracies (`eval_accuracy += tmp_eval_accuracy`) and divides by number of batches (`nb_eval_steps`). This produces `mean(per-batch accuracy)` instead of the standard `total_correct / total_samples` definition of overall accuracy. These two definitions differ when batch sizes vary (e.g., the last batch may be smaller). While the LSTM model's test accuracy is correctly computed (`num_correct/len(test_loader.dataset)` in cell 54, line 41), the BERT model's reported ""Validation Accuracy"" uses an incorrect metric definition.",nlp,10,vladimir89,FAIL,0.88,0.87,"[/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:94:76-79] - BERT validation loop: `tmp_eval_accuracy = flat_accuracy(logits, label_ids)` followed by `eval_accuracy += tmp_eval_accuracy` and `print(""Validation Accuracy: {}"".format(eval_accuracy/nb_eval_steps))` shows averaging of per-batch accuracies. [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:94:15-18] - flat_accuracy function: `return np.sum(pred_flat == labels_flat) / len(labels_flat)` which computes per-batch accuracy correctly, but the aggregation across batches is wrong. [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:54:33,41] - LSTM test evaluation: `num_correct += np.sum(correct)` then `test_acc = num_correct/len(test_loader.dataset)` which correctly computes overall accuracy as total correct / total samples.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,6
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The notebook contains a dataloader creation codepath (Cell 45) where `shuffle=True` is explicitly set for all three data loaders: training, validation, and test. The test case requires that training dataloader shuffles or training dataset is shuffled (satisfied) while val/test do not shuffle (violated). Specifically, line 7 `valid_loader = DataLoader(valid_data, shuffle=True, batch_size=batch_size,drop_last=True)` and line 8 `test_loader = DataLoader(test_data, shuffle=True, batch_size=batch_size,drop_last=True)` directly violate the requirement that validation and test data should not be shuffled. This is consistent with calibration case #4 which identified the same type of violation (validation codepath using shuffle=True).",nlp,10,vladimir89,FAIL,0.93,0.91,"[/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:45-48] - Cell 45 contains the explicit dataloader creation code: `valid_loader = DataLoader(valid_data, shuffle=True, batch_size=batch_size,drop_last=True)` and `test_loader = DataLoader(test_data, shuffle=True, batch_size=batch_size,drop_last=True)`, both using `shuffle=True` for non-training data. [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:91] - Cell 91 shows a second codepath that uses `SequentialSampler` for validation (correct), but the violation in Cell 45 is sufficient to fail the test case.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,11
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository fails the determinism test because the test DataLoader is configured with `shuffle=True` and `drop_last=True` (Cell 45), and no random seed is set anywhere in the notebook. When `shuffle=True`, each evaluation run produces a different random ordering of test samples. Combined with `drop_last=True`, different incomplete batches are dropped each run, meaning different test samples contribute to the accuracy numerator (`num_correct` in Cell 54). Since the denominator is `len(test_loader.dataset)` (full dataset size), the computed accuracy `test_acc` varies between runs. This directly violates the requirement that accuracy should be deterministic across multiple evaluation runs without retraining.",nlp,10,vladimir89,FAIL,0.85,0.82,"**

1. **Cell 45** (lines in the notebook): The `test_loader` is created with `shuffle=True` and `drop_last=True`:
   ```python
   test_loader = DataLoader(test_data, shuffle=True, batch_size=batch_size, drop_last=True)
   ```

2. **No random seed**: The notebook does not set `torch.manual_seed()` or `np.random.seed()` anywhere.

3. **Cell 54**: The accuracy is computed as `num_correct / len(test_loader.dataset)`. The `num_correct` only counts samples from batches that were actually iterated. With `drop_last=True`, the last incomplete batch is dropped.

4. **The mechanism of non-determinism**: Since `shuffle=True` and `drop_last=True` are set on `test_loader` without a random seed, each time the test loader's iterator is consumed:
   - The data is shuffled randomly (no seed → non-deterministic ordering)
   - The last incomplete batch is dropped
   - Different shuffle orderings mean different samples end up in the dropped batch
   - Therefore `num_correct` varies between runs (because different test samples are missing)
   - The denominator `len(test_loader.dataset)` stays constant (full dataset size)
   - Thus `test_acc` varies between runs

This directly matches the calibration note #9: ""The notebook evaluates on a generator that applies random augmentations at inference time, so repeated evaluations can yield different accuracies."" The mechanism here is different (shuffling with drop_last rather than random augmentation at inference), but the effect is the same: accuracy is non-deterministic across evaluation runs.



VERDICT: FAIL
CASE_SCORE: 0.85
EVIDENCE_STRENGTH: 0.82
REASON: The repository fails the determinism test because the test DataLoader is configured with `shuffle=True` and `drop_last=True` (Cell 45), and no random seed is set anywhere in the notebook. When `shuffle=True`, each evaluation run produces a different random ordering of test samples. Combined with `drop_last=True`, different incomplete batches are dropped each run, meaning different test samples contribute to the accuracy numerator (`num_correct` in Cell 54). Since the denominator is `len(test_loader.dataset)` (full dataset size), the computed accuracy `test_acc` varies between runs. This directly violates the requirement that accuracy should be deterministic across multiple evaluation runs without retraining.
EVIDENCE: [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:45] Defines test_loader with `shuffle=True` and `drop_last=True`: `test_loader = DataLoader(test_data, shuffle=True, batch_size=batch_size,drop_last=True)`. [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:54] Computes accuracy as `test_acc = num_correct/len(test_loader.dataset)` where `num_correct` only counts from batches that were iterated (excluding the dropped last batch). [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:2-85] Search for seed/deterministic/random_seed found no occurrences - no random seed is set anywhere in the notebook to make DataLoader shuffling deterministic.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,12
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The BERT modeling code path mixes hardcoded .cuda() for the model with .to(device) for input batches, creating inconsistent device handling. Specifically, Cell 85 defines device = torch.device(""cuda"" if torch.cuda.is_available() else ""cpu""), Cell 93 uses hardcoded model.cuda() instead of model.to(device), and Cell 94 uses t.to(device) for batch tensors. This mixing means if cuda is not available, the model would fail with .cuda() while the code expects device to be ""cpu"". Even when CUDA is available, the model uses .cuda() while inputs use .to(device), which is an inconsistent device handling pattern that can cause device mismatches.",nlp,10,vladimir89,FAIL,0.81,0.74,"[/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:85] Defines device = torch.device(""cuda"" if torch.cuda.is_available() else ""cpu""). [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:93] Uses model.cuda() (hardcoded) instead of model.to(device). [/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb:94] Uses batch = tuple(t.to(device) for t in batch) for moving batches to the device, creating inconsistent device handling between model (.cuda()) and inputs (.to(device)).",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,13
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple clear instances where explicit Python loops are used when vectorized matrix operations could accomplish the same task more efficiently:

1. **Series.apply() for text cleaning** (Cells 16, 18): Seven consecutive `.apply()` calls on a pandas Series perform Python-level per-row iteration. Each call like `x_train.apply(lambda x: remove_URL(x))` is a Python loop over all rows. These are directly replaceable by vectorized `Series.str` operations: `x_train.str.replace(r'pattern', replacement, regex=True)`.

2. **iterrows()-based cleaning** (Cell 20): The `clean_all()` function uses `df.iterrows()` in a for-loop, which pandas documentation explicitly warns against due to slowness. Replaced by vectorized `Series.str` operations.

3. **convert_and_pad_data nested loops** (Cell 40): Two nested for-loops (one over sentences, one over words per sentence) perform vocabulary lookup and padding. Replaced by numpy array operations with `np.clip`, `np.pad`, and broadcasted indexing.

4. **Attention mask computation** (Cell 89): A for-loop with inner list comprehension `(float(i>0) for i in seq)` replaces what should be a single numpy operation: `attention_masks = (features > 0).astype(float)`.

5. **Vocabulary indexing loop** (Cell 32): A for-loop maps words to integer IDs via list comprehension. Replaceable with numpy array vectorized lookup.

6. **BERT preprocessing** (Cell 86): List comprehensions for tokenization replaceable with vectorized operations.",nlp,10,vladimir89,FAIL,0.87,0.85,"- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 7, line 3: `train_df['text'].apply(lambda x: x.strip())` — simple strip that should use `.str.strip()`
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 16, lines 1-7: Seven consecutive `.apply()` calls for URL removal, HTML removal, ASCII filtering, emoji removal, punctuation removal, number removal — all replaceable by `Series.str.replace(..., regex=True)` or `Series.str.translate()`
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 18, line 1: `x_train=x_train.apply(lambda x:review_to_words(x))` — per-row text processing, partially replaceable
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 20, lines 5-7: `for i,el in df.iterrows():` — explicitly slow pandas iteration pattern
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 32, lines 4-6: `for review in x_train: tweets_ints1.append([vocab_to_int1[word] for word in review])` — vocabulary mapping loop
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 40, lines 8-12, 20-23: Nested `for` loops in `convert_and_pad` and `convert_and_pad_data` — should use numpy broadcasting and `np.pad`
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 89, lines 3-5: `for seq in features: seq_mask = [float(i>0) for i in seq]` — should be `(features > 0).astype(float)`
- `/kaggle/repo/disaster-nlp-v2/disaster-nlp-v2.ipynb` Cell 86, lines 4-6: List comprehensions for BERT tokenization — should use vectorized pandas/numpy operations
- `/evidence/artifacts/loop_vs_matrix_analysis.md` — compiled analysis with recommended matrix operations for each issue",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,44,15
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The code reports validation accuracy using an incorrect definition. Instead of computing overall accuracy as total_correct/total_samples (the standard definition), it computes accuracy per-batch as `accuracy = (torch.argmax(preds, dim=1) == y).sum() / len(y)` (line 45) and then averages these per-batch accuracies: `avg_accuracy = sum(accuracies)/len(accuracies)` (line 48). These two definitions are mathematically equivalent only when all batches have exactly the same size. With a batch_size of 1024 and a validation set of ~1385 samples (10% of ~12,328 train.csv rows), the last validation batch has only ~361 samples, making the per-batch averaging produce a meaningfully different value than the standard overall accuracy. This matches calibration note 8 exactly: \""Averaging per-batch accuracies is not the standard definition of overall accuracy, which should be total correct divided by total samples.\""",nlp,10,vladlen32230,FAIL,0.88,0.87,"[/kaggle/repo/disaster-event-minilm-l6-v2-fine-tuning/disaster-event-minilm-l6-v2-fine-tuning.ipynb:39-52] - Cell 13 shows the validation metric computation loop where accuracy is computed per batch as `(torch.argmax(preds, dim=1) == y).sum() / len(y)` (line 45), appended to an accuracies list, and then averaged as `avg_accuracy = sum(accuracies)/len(accuracies)` (line 48). The validation_loader is iterated with batch_size=1024, which means the last batch of the validation set (~1385 samples) will be smaller, causing the per-batch averaging to differ from the standard total_correct/total_samples definition of accuracy.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,45,6
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The code uses explicit Python-level loops where matrix operations could implement the exact same operation more efficiently. The clearest violation is in Cell 5 (notebook cell index 5), where a `for` loop iterates over each tokenized sequence to compute its length:

```python
for ids in out['input_ids']:
    lengths.append(len(ids))
```

This is directly replaceable by a single matrix operation using the tokenizer's attention mask:
```python
lengths = torch.tensor(out['attention_mask']).sum(dim=1)
```

The attention_mask has the same shape as input_ids (batch_size × max_length) with 1s for real tokens and 0s for padding, so summing along dimension 1 gives the exact same per-sequence lengths as `len(ids)` for each sequence.

Additional instances include Cell 16 where `torch.concat` is called iteratively in a loop to accumulate batch predictions (instead of collecting in a list and concatenating once), and Cell 13 where per-batch accuracy is computed and averaged instead of computing overall accuracy from a single vector comparison.

The property is clearly not satisfied as demonstrated by the Cell 5 violation.",nlp,10,vladlen32230,FAIL,0.82,0.8,[/kaggle/repo/disaster-event-minilm-l6-v2-fine-tuning/disaster-event-minilm-l6-v2-fine-tuning.ipynb:5-11] - Cell 5 contains the Python for loop `for ids in out['input_ids']: lengths.append(len(ids))` that iterates over tokenized sequences to compute lengths. The tokenizer output `out` includes `attention_mask` which has the same shape and can be summed as a matrix operation to produce identical results. [/evidence/artifacts/loop_analysis.md:1-85] - Analysis document confirming the violation and providing the matrix operation alternative `torch.tensor(out['attention_mask']).sum(dim=1)`.,results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,45,15
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository's notebook (nlp-with-disaster-tweets.ipynb) contains two clear violations of the property that code should use matrix operations instead of explicit loops for the same operation:

1. **Cell 5**: A Python-level per-element loop (`for i in v_texts.index: val_texts.append(v_texts[i])`) that copies values from a pandas Series to a list. This is directly replaceable by `v_texts.tolist()` or `v_texts.values` — a single vectorized call.

2. **Cell 8**: A per-sample inference loop (`for i in sample_submission.index: sentiment = predict_sentiment(test_df[""text""].loc[i], ...)`) that performs individual forward passes through BERT one at a time (batch size = 1). This should be replaced by a batched tokenizer + single matrix forward pass using `tokenizer(test_df[""text""].tolist(), return_tensors='pt', ...)` followed by one `model(input_ids, attention_mask)` call on the batched tensors.",nlp,10,wjones3668,FAIL,0.88,0.85,"- [nlp-with-disaster-tweets.ipynb] (notebook cell index 5, lines containing `for i in v_texts.index:`, `val_texts.append(v_texts[i])`, `val_labels.append(v_labels[i])`) — explicit per-element loop replaceable by `v_texts.tolist()` or `v_texts.values`
- [nlp-with-disaster-tweets.ipynb] (notebook cell index 8, lines containing `for i in sample_submission.index:`, `predict_sentiment(test_df[""text""].loc[i], model, tokenizer, device)`) — per-sample inference loop replaceable by batched matrix forward pass
- Analysis saved to [/evidence/artifacts/loop_analysis.md] with detailed explanations and replacement code for both violations
- Loops in other cells (Cell 0: `os.walk` file discovery, Cell 4: batch iteration via DataLoader, Cell 6: epoch training loop) are standard PyTorch patterns not applicable to this property",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,46,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The repository fails the data loading and preprocessing test because test data is used for prediction without any preprocessing, while training data goes through extensive preprocessing. Specifically: (1) `test_data` is loaded raw from CSV in cell 6 and never preprocessed - it retains URLs, HTML tags, emojis, special characters, and other uncleaned content. (2) In the prediction cells (49 and 50), the code uses `test_data['text']` which contains raw, uncleaned tweets. (3) Meanwhile, the model was trained on `train_df` which goes through comprehensive preprocessing (URL removal, HTML tag removal, emoji removal, special character handling, contraction expansion, specific corrections, punctuation removal, extra space removal) in cells 33-39. (4) Although `test_df` was properly preprocessed in cell 40 using the same pipeline, it is never referenced in the prediction code - the code incorrectly uses `test_data` (raw) instead of `test_df` (preprocessed). This means the model receives input with 'weird or unexpected characters' (raw URLs, HTML tags, etc.) that it was never trained to handle correctly.",nlp,10,ytty001,FAIL,0.92,0.9,"[The notebook /kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb contains: Cell 6 (test_data = pd.read_csv('/kaggle/input/nlp-getting-started/test.csv') - raw loading), Cell 14 (text_preprocessing(train_data, 'text') - only applied to train_data, not test_data), Cell 32 (test_df = pd.read_csv(...) - fresh raw copy of test data), Cell 33-38 (preprocessing function definitions: remove_url, remove_html, remove_emoji, special_characters, expand_contractions, specific_corrections, clean_others, remove_non_alnum, remove_punct), Cell 39 (train_df text preprocessed via loop), Cell 40 (test_df text preprocessed via loop), Cell 47 (train_texts = train_df['text'].tolist() - uses preprocessed train_df), Cell 49 (test_texts = test_data['text'].tolist() - uses RAW test_data), Cell 50 (test_texts = test_data['text'].tolist() - uses RAW test_data)]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,47,2
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test requires that training dataloader shuffles or training dataset is shuffled (satisfied), but validation/test data should NOT be shuffled (violated). The validation dataloader in the CustomTrainer.train() method uses `torch.utils.data.SubsetRandomSampler(val_idx)` which randomly samples validation indices, causing the validation data to be processed in a shuffled order. This is a direct violation of the requirement that ""val/test do not shuffle."" The training dataloader correctly uses `shuffle=True` and `SubsetRandomSampler` for training, and the test dataloader correctly uses `shuffle=False`.",nlp,10,ytty001,FAIL,0.93,0.91,"- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 47, Line 91] `val_subsampler = torch.utils.data.SubsetRandomSampler(val_idx)` — validation data uses random sampler
- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 47, Line 94] `val_loader = DataLoader(self.train_dataset, batch_size=self.batch_size, sampler=val_subsampler)` — validation dataloader created with random sampler
- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 47, Line 90] `train_subsampler = torch.utils.data.SubsetRandomSampler(train_idx)` — training data uses random sampler (intended behavior)
- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 47, Line 42] `train_loader = DataLoader(train_dataset, batch_size=16, shuffle=True)` — explicit shuffle=True for training
- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 49, Line 4] `test_loader = DataLoader(test_dataset, batch_size=16, shuffle=False)` — explicit shuffle=False for test
- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 47, Line 164] `test_loader = DataLoader(test_dataset, batch_size=self.batch_size, shuffle=False)` — explicit shuffle=False for test in predict method
- See [/evidence/artifacts/shuffle_analysis.txt] for full analysis",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,47,11
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple clear instances where explicit Python loops or row-level pandas operations are used where vectorized matrix/string operations would implement the exact same operation more efficiently. These violations occur in text preprocessing, stopword filtering, text concatenation, and length computation. The specific replacements are documented below.",nlp,10,ytty001,FAIL,0.87,0.89,"- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 12] — Five consecutive `.progress_apply()` calls for text cleaning (lowercase, remove emails, HTML tags, special chars, accented chars). Each iterates row-by-row over a pandas Series. Should be replaced with vectorized `df[column].str.lower()`, `df[column].str.replace(..., regex=True)`, etc.

- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 22] — `train_data['text'].apply(lambda x: ' '.join([word for word in x.split() if word not in stop_words]))` is a Python-level per-row loop with per-word list comprehension. Should be replaced with `train_data['text'].str.replace(r'\b(?:stop1|stop2|...)\b', '', regex=True)` for vectorized stopword removal.

- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 23] — `for t in disaster_tweets.text: disaster_string.append(t)` followed by `pd.Series(disaster_string).str.cat(sep=' ')`. The intermediate list and for loop are unnecessary; the same result is achieved with `disaster_tweets['text'].str.cat(sep=' ')`.

- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 24] — Identical pattern: `for t in formal_tweets.text: formal_string.append(t)` followed by `pd.Series(formal_string).str.cat(sep=' ')`. Replaceable with `formal_tweets['text'].str.cat(sep=' ')`.

- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 28] — `train_data['text'].apply(len)` computes text length via per-row iteration. Should be replaced with `train_data['text'].str.len()`.

- [/kaggle/repo/nlp-with-disaster-tweet-da/nlp-with-disaster-tweet-da.ipynb:Cell 44] — `textno.str.split().apply(lambda x: [len(i) for i in x]).map(lambda x: np.mean(x))` uses per-row apply with list comprehension for computing mean word length. This is a cell-level loop that could use more vectorized approaches.

Evidence artifact: [/evidence/artifacts/analysis.md] contains full analysis with specific replacement suggestions.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples10.jsonl,47,15
